table,section_id,item,instrument,language,instructions,section_prompt,item_text,correct_response,option_text,resp
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ26,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,relaxing in a warm bath,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ27,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,having a sore throat,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ28,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,threading a needle,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ29,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,jumping into a swimming pool,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_bodily,PsyQ30,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine the bodily sensation of …,walking briskly in the cold,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ31,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,excited,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ32,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,relieved,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ33,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,furious,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ34,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,in love,,"clear and alive, like in real life",10
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,no mental image,0
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,1
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,2
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,3
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,4
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,5
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,6
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,7
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,8
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,,9
DMCT_Addis_2020_PSIQ,DMCT_Addis_2020_PSIQ_feeling,PsyQ35,Plymouth Sensory Imagery Questionnaire (Psi-Q),German,,Imagine feeling …,scared,,"clear and alive, like in real life",10
